Country,Continent,Least Developed,Life Expectancy,CO2 emissions,Health expenditure,Electric power consumption,Forest area,GDP per capita,Individuals using the Internet,People using at least basic drinking water services,Obesity among adults,Beer consumption per capita,High GDP per capita
Kenya,Africa,False,62.659,0.273997499,5.61369753,148.7090613,6.28802755,2830.694373,10.5,56.08651459,4.8,0.93,False
Kenya,Africa,False,63.419,0.309754058,5.51942158,150.4392902,6.255019855,3097.630627,13.0,56.79390352,5.1,0.89,False
Kenya,Africa,False,64.135,0.324410689,5.4593358,160.9842323,6.222012159,3357.641641,16.5,57.49730086,5.4,0.71,False
Kenya,Africa,False,64.798,0.359452718,5.21938562,164.3252601,6.189004463,3683.041911,16.58785485,58.19692798,5.7,0.84,False
Kuwait,Asia,False,73.142,24.37017236,2.20343947,14399.66961,0.272166105,56115.46565,6.731395768,100.0,28.5,5e-05,True
Kuwait,Asia,False,73.21,25.28915647,3.18838811,14066.14663,0.280022447,55912.34642,8.551792434,100.0,29.0,5e-05,True
Kuwait,Asia,False,73.28,26.01321211,3.12468719,14513.57004,0.287878788,57572.4258,10.24896793,100.0,29.4,5e-05,True
Kuwait,Asia,False,73.355,26.88716685,2.76216865,15143.72311,0.295735129,68095.55364,22.40293838,100.0,29.8,5e-05,True
Kuwait,Asia,False,73.439,28.13454038,2.35702443,16387.66373,0.30359147,75722.19856,22.92711204,100.0,30.3,5e-05,True
Kuwait,Asia,False,73.538,30.79469952,2.01313829,16686.22285,0.311447811,83729.98716,25.92610837,100.0,30.7,5e-05,True
Kuwait,Asia,False,73.66,30.51404573,1.82130992,17076.49912,0.319304153,88754.78125,28.79119795,100.0,31.1,0.00306,True
Kuwait,Asia,False,73.807,28.19459481,1.92673659,17765.80565,0.327160494,91584.94601,34.8,100.0,31.6,0.0172,True
Kuwait,Asia,False,73.976,28.55410798,1.92400312,17093.27299,0.335016835,90182.42631,42.0,100.0,32.0,0.01904,True
Kuwait,Asia,False,74.162,27.5253006,2.70638752,17031.18588,0.342873176,79404.40647,50.8,100.0,32.5,0.08965,True
Kuwait,Asia,False,74.358,26.97965604,2.67879915,16519.0793,0.350729517,73974.0789,61.4,100.0,33.1,0.0,True
Kuwait,Asia,False,74.55,26.29058751,2.33303523,16757.33417,0.350729517,78178.22037,65.76907069,100.0,33.7,0.0,True
Kuwait,Asia,False,74.728,25.47440065,2.33311439,15900.92846,0.350729517,82680.40594,70.45,100.0,34.3,0.0,True
Kuwait,Asia,False,74.885,24.77326637,2.48789287,16053.85965,0.350729517,78058.38006,75.46,100.0,34.9,0.0,True
Kuwait,Asia,False,75.019,23.1838022,2.9159987,15195.17738,0.350729517,70082.46284,78.7,100.0,35.6,0.0,True
Kuwait,Asia,False,75.13,23.20895692,4.21497965,15590.61258,0.350729517,47230.66013,82.0,100.0,36.3,0.0,True
Kyrgyz Republic,Asia,False,68.55853659,0.95337253,4.41414976,1795.306173,6.156934307,1861.621661,1.041401145,79.86971769,8.6,0.26082,False
Kyrgyz Republic,Asia,False,68.70731707,0.802814908,4.27703285,1696.064021,6.182367049,1985.930219,3.002941327,79.86926588,8.9,0.32341,False
Kyrgyz Republic,Asia,False,68.15609756,0.995852243,4.59219551,1445.875715,6.207799791,1998.107104,2.99926518,80.51358757,9.2,0.36452,False
Kyrgyz Republic,Asia,False,68.25609756,1.108401275,5.82382107,1365.94065,6.233232534,2158.041983,3.908766268,81.15770873,9.5,0.53592,False
Kyrgyz Republic,Asia,False,68.15365854,1.089192302,6.20281267,1644.359844,6.258665276,2343.15794,5.090385307,81.80205925,9.8,0.69646,False
Kyrgyz Republic,Asia,False,67.95609756,1.026614534,7.45010662,1417.908986,6.284098019,2385.338014,10.53380134,82.40306274,10.1,0.64922,False
Kyrgyz Republic,Asia,False,67.69512195,1.019469602,8.3118391,1374.307519,6.309530761,2508.128874,12.306907,83.00341408,10.4,0.65134,False
Kyrgyz Republic,Asia,False,67.89512195,1.228076796,6.93210649,1377.433696,6.334963504,2769.433362,14.03,83.60270555,10.8,0.75897,False
Kyrgyz Republic,Asia,False,68.45121951,1.411999216,6.52511883,1456.229595,6.360396246,3030.752903,15.7,84.20114158,11.1,1.00262,False
Kyrgyz Republic,Asia,False,69.10243902,1.255735372,6.89873457,1378.720364,6.385828989,3100.556976,16.0,84.79890894,11.5,0.48463,False
Kyrgyz Republic,Asia,False,69.3,1.165586722,6.95027208,1323.723367,6.411261731,3085.990191,16.3,85.39985284,11.9,0.63,False
Kyrgyz Republic,Asia,False,69.60243902,1.38178651,7.10729122,1371.721214,6.434337852,3297.366837,17.5,86.00377956,12.4,0.63,False
Kyrgyz Republic,Asia,False,70.00243902,1.794121918,8.50966358,1649.258332,6.457413973,3618.149726,19.8,86.61046622,12.9,0.62,False
Kyrgyz Republic,Asia,False,70.20243902,1.639974843,8.18745136,1809.102582,6.480490094,4042.893053,23.0,87.21919688,13.5,0.63,False
Kyrgyz Republic,Asia,False,70.40243902,1.663953395,7.35766459,1887.020071,6.503566215,4281.824074,28.3,87.82975303,14.1,0.64,False
Kyrgyz Republic,Asia,False,70.65121951,1.724051177,7.14930916,1941.221832,6.526642336,4214.829509,30.24704278,88.44176125,14.7,0.48,False
Latvia,Europe,False,70.31463415,2.927076514,5.4399581,2072.803727,52.08350073,8039.506366,6.319062083,97.80950803,20.8,1.9679,False
Latvia,Europe,False,70.76097561,3.149107682,5.7776227,2082.321387,52.29421312,9044.546392,7.219345808,97.80610117,21.0,2.11908,False
Latvia,Europe,False,70.96097561,3.181579866,5.77001858,2213.360603,52.50492551,10081.19186,21.94,97.85465979,21.2,2.738,False
Latvia,Europe,False,71.26585366,3.317373005,5.48984146,2307.186518,52.71563791,11060.94272,26.98,97.90481553,21.5,2.97488,False
Latvia,Europe,False,72.02682927,3.367030096,6.21677923,2493.930169,52.9263503,12278.58484,38.58,97.95886299,21.7,3.68751,False
Latvia,Europe,False,71.35609756,3.443810739,5.84766769,2607.45996,53.13706269,13913.7883,46.0,98.0126296,22.0,3.80343,False
Latvia,Europe,False,70.86585366,3.696429298,5.71834707,2777.38198,53.34777508,15859.31539,53.63,98.06316366,22.3,4.08709,False
Latvia,Europe,False,71.0195122,3.876699912,5.52228498,2966.609973,53.55848747,18236.60921,59.17,98.11308164,22.6,4.15105,True
Latvia,Europe,False,72.4195122,3.724758973,5.6001029,3169.077295,53.76919987,19573.15539,63.41,98.16320359,22.9,4.119,True
Latvia,Europe,False,73.0804878,3.436572194,6.11926985,3213.12144,53.97991226,17023.75492,66.84,98.2143354,23.2,4.34643,False
Latvia,Europe,False,73.48292683,4.061872255,6.11952686,3026.611489,54.19062465,17706.89451,68.42,98.26631221,23.5,4.61,True
Latvia,Europe,False,73.57560976,3.835493313,5.54237556,3229.951062,54.25271988,19248.4194,69.74995456,98.31822719,23.8,4.86,True
Latvia,Europe,False,73.77804878,3.721147063,5.38090277,3264.05332,54.31481511,21290.45959,73.11994377,98.3700707,24.2,4.67,True
Latvia,Europe,False,73.98292683,3.701592882,5.36752796,3587.932866,54.37691034,22639.06834,75.2344,98.42183139,24.5,4.7,True
Latvia,Europe,False,74.12439024,3.651352159,5.46614885,3472.541385,54.43900558,23815.80006,75.83,98.47351256,24.9,4.8,True
Latvia,Europe,False,74.4804878,3.701593036,5.65469503,3507.404521,54.50110081,24972.78609,79.20058292,98.52511728,25.3,4.8,True
Libya,Africa,False,70.852,8.346564592,3.42542052,2176.681569,0.123327688,20411.01908,0.187042622,84.23207196,20.9,0.0,True
Libya,Africa,False,71.038,8.166078752,4.05162811,2221.768893,0.123327688,20181.44151,0.366533175,85.10204151,21.3,0.0,True
Libya,Africa,False,71.244,8.24248791,4.89009905,2255.638131,0.123327688,19977.03309,2.244418222,85.97201105,21.8,0.0,True
Libya,Africa,False,71.466,8.703781959,4.10041189,2772.144477,0.123327688,22656.43939,2.814517987,86.8419806,22.3,0.0,True
Libya,Africa,False,71.693,8.486622726,3.49171281,2947.756846,0.123327688,23921.19777,3.532838162,87.71195015,22.8,0.0,True
Libya,Africa,False,71.902,9.13838937,2.59774685,3106.216057,0.123327688,27178.98729,3.917787977,88.58191969,23.4,0.00221,True
Libya,Africa,False,72.063,8.989490546,2.51467609,3427.887521,0.123327688,29391.54977,4.301051789,89.45188924,24.0,0.00875,True
Libya,Africa,False,72.155,8.266404753,2.43791389,3792.335287,0.123327688,31594.61815,4.721999379,90.32185879,24.6,0.00437,True
Libya,Africa,False,72.174,8.792257212,2.63571715,3792.771825,0.123327688,31702.93128,9.0,91.19182833,25.2,0.00314,True
Libya,Africa,False,72.129,9.19467249,4.28816032,3156.431865,0.123327688,30128.02747,10.8,92.06179788,25.9,0.00669,True
Libya,Africa,False,72.044,9.608454155,3.58541131,3142.328146,0.123327688,31693.88645,14.0,92.93176743,26.7,0.0,True
Libya,Africa,False,71.956,6.714752633,6.05012751,3361.748865,0.123327688,15938.68238,14.0,93.80173697,27.5,0.01,False
Libya,Africa,False,71.901,9.168355709,7.411,2839.083797,0.123327688,27448.54426,15.2,94.67170652,28.3,0.0,True
Libya,Africa,False,71.907,9.273220725,8.787,2241.259636,0.123327688,22856.28427,16.5,95.54167607,29.2,0.0,True
Libya,Africa,False,71.981,9.116574105,8.953,2320.599334,0.123327688,19945.17594,17.76,96.41164561,30.1,0.0,True
Libya,Africa,False,72.121,7.997426401,8.978,1811.054601,0.123327688,21382.46193,17.79,97.28161516,31.0,0.0,True
Lithuania,Europe,False,72.0195122,3.003255289,6.19950438,2702.428156,32.22718571,8445.899213,6.427067495,89.66956394,23.0,3.77918,False
Lithuania,Europe,False,71.65853659,3.212499186,6.01339579,2516.905098,32.46649649,9436.054109,7.179356994,90.11672658,23.3,4.0,False
Lithuania,Europe,False,71.76097561,3.258722606,6.14446115,2695.906268,32.70580728,10480.72101,17.69,90.56030574,23.6,4.6633,False
Lithuania,Europe,False,72.06097561,3.288228155,6.18627787,2848.913483,32.94511806,12067.67411,25.91,91.00540768,23.8,4.58188,False
Lithuania,Europe,False,71.96097561,3.526720564,5.5114994,3087.655148,33.18442884,13030.36041,31.23,91.45202843,24.1,4.62353,False
Lithuania,Europe,False,71.25365854,3.861517472,5.64800453,3196.849344,33.42373963,14510.53009,36.22,91.91386804,24.4,5.1891,False
Lithuania,Europe,False,71.05609756,3.981762324,5.84418154,3187.03108,33.66305041,16483.85036,43.9,92.38924952,24.6,5.42105,False
Lithuania,Europe,False,70.9,4.088145504,5.7643218,3353.304327,33.9023612,19094.64096,49.9,92.8634421,24.9,5.0447,True
Lithuania,Europe,False,71.81219512,4.083507545,6.29453754,3564.206785,34.14439569,20721.0132,55.22,93.33644969,25.2,4.93228,True
Lithuania,Europe,False,72.91463415,3.695956383,7.36587334,3733.626495,34.38372557,18116.73026,59.76,93.79765577,25.6,4.95598,True
Lithuania,Europe,False,73.26829268,4.068083042,6.81462288,3622.290317,34.62305544,20096.7361,62.12,94.24874381,25.9,5.46,True
Lithuania,Europe,False,73.56341463,3.913325743,6.4878149,3470.78503,34.67785685,22884.82495,63.6399774,94.70960879,26.3,5.79,True
Lithuania,Europe,False,73.86341463,3.992940664,6.2759347,3529.918778,34.73210582,24703.68582,67.22998933,95.1863939,26.7,5.64,True
Lithuania,Europe,False,73.91463415,3.830693465,6.12593651,3607.703798,34.78579976,26721.57967,68.4529,95.66101793,27.1,5.32,True
Lithuania,Europe,False,74.51707317,3.703492659,6.19332647,3663.671197,34.85395052,28184.47233,72.13,96.13359828,27.5,5.46,True
Lithuania,Europe,False,74.32195122,3.810789214,6.49043989,3821.14517,34.90822027,28834.42768,71.37805901,96.60413858,27.9,5.36,True
Luxembourg,Europe,False,77.87317073,19.61952785,5.90136147,14990.41756,33.67696527,55117.25648,22.88732797,100.0000035,17.0,4.73558,True
Luxembourg,Europe,False,77.82439024,20.65568201,6.410923,15668.11827,33.75465146,56125.22945,36.16342251,99.99999827,17.4,4.535,True
Luxembourg,Europe,False,77.96585366,22.0093006,6.73847198,15616.32977,33.83233766,58575.67927,39.84,99.99999656,17.9,4.46,True
Luxembourg,Europe,False,77.72682927,22.67342686,6.97271538,15980.2768,33.91002385,60196.54351,54.55,100.0000009,18.4,4.36,True
Luxembourg,Europe,False,79.12195122,25.45323535,7.34548569,16258.88449,33.98771004,64692.59707,65.88,100.0000025,18.8,4.265,True
Luxembourg,Europe,False,79.43170732,25.60420297,7.18256855,16300.11242,34.06539624,68787.85475,70.0,99.99999917,19.3,4.46642,True
Luxembourg,Europe,False,79.28780488,24.79704354,6.70838261,15644.14672,34.14308243,78878.45775,72.51,100.0000008,19.8,4.56687,True
Luxembourg,Europe,False,79.38292683,23.14617017,6.23472404,16456.60412,34.22076863,85109.87945,78.92,100.0000016,20.2,4.40697,True
Luxembourg,Europe,False,80.53902439,22.55192972,6.53840208,16352.3218,34.29845482,90970.7212,82.23,100.0000024,20.6,4.26694,True
Luxembourg,Europe,False,80.63658537,20.97299341,7.33979321,15937.78778,34.37614102,86875.85377,87.31,100.0000008,21.1,4.29561,True
Luxembourg,Europe,False,80.63170732,21.7574405,7.03158236,14425.96473,34.45382721,90361.78309,90.62,99.999997,21.5,4.19,True
Luxembourg,Europe,False,80.98780488,21.02838372,6.11205053,16829.96254,34.45382721,94475.03023,90.02985856,100.0000015,21.9,4.06,True
Luxembourg,Europe,False,81.39268293,20.13387346,5.58377266,15586.08423,34.45382721,96636.42664,91.94992374,99.98720119,22.4,4.08,True
Luxembourg,Europe,False,81.8,18.68006408,5.52774715,14703.94353,34.45382721,100925.012,93.7765,99.96524385,22.8,3.84,True
Luxembourg,Europe,False,82.22926829,17.34616222,5.43687868,14193.16843,34.45382721,105296.2846,94.67,99.94460424,23.3,4.07,True
Luxembourg,Europe,False,82.29268293,16.02867977,5.28378248,13914.67845,34.45382721,107859.686,96.37671417,99.92517066,23.7,4.02,True
Malaysia,Asia,False,72.594,5.361673228,2.51463366,2648.127801,59.9341044,12898.50332,21.38473116,96.87855801,6.7,0.44998,False
Malaysia,Asia,False,72.782,5.460347212,2.6753974,2747.059918,59.70774616,12969.48229,26.6959725,96.93866167,7.1,0.41799,False
Malaysia,Asia,False,72.976,5.633584028,2.66876554,2758.348424,59.48138792,13595.39868,32.33820434,96.94078728,7.6,0.41248,False
Malaysia,Asia,False,73.17,5.850077034,2.92417097,2820.55094,59.25502968,14375.00006,34.97115234,96.944792,8.0,0.40926,False
Malaysia,Asia,False,73.364,6.282887624,2.86016941,2914.673538,59.02867144,15454.4359,42.25226563,96.9506303,8.5,0.40988,False
Malaysia,Asia,False,73.555,6.51677658,2.78692698,2984.361616,58.80231319,16462.22094,48.62917025,96.95799742,9.0,0.37979,False
Malaysia,Asia,False,73.744,6.64454285,3.10897732,2873.734241,58.57595495,17568.26094,51.63798899,96.96703942,9.5,0.34408,True
Malaysia,Asia,False,73.931,7.108435391,3.07041144,3065.572896,58.34959671,18807.43054,55.7,96.97763213,10.0,0.34341,True
Malaysia,Asia,False,74.118,7.450065403,3.00692534,3272.896663,58.12323847,19713.87676,55.8,96.98974155,10.5,0.3785,True
Malaysia,Asia,False,74.305,6.559572504,3.2610569,3286.091575,57.89688023,19188.36498,55.9,97.00307699,11.0,0.37267,True
Malaysia,Asia,False,74.493,7.097979384,3.16474295,3942.089425,57.67052199,20511.00574,56.3,97.01774688,11.5,0.38,True
Malaysia,Asia,False,74.683,7.07620238,3.31451941,4145.521977,57.98497641,21704.74427,61.0,97.02388737,12.1,0.39,True
Malaysia,Asia,False,74.877,7.080248362,3.45786357,4102.619661,58.29943083,22985.80166,65.8,97.02948545,12.7,0.41,True
Malaysia,Asia,False,75.072,7.589690457,3.51275206,4338.557177,58.61388525,23477.99117,57.05751226,97.0360237,13.4,0.4,True
Malaysia,Asia,False,75.268,7.923564998,3.71036983,4520.355223,58.92833967,24607.66873,63.66542588,97.04368392,14.0,0.4,True
Malaysia,Asia,False,75.461,7.814088295,3.81819606,4651.951414,59.2427941,24801.88843,71.06406781,97.05220256,14.7,0.4,True
Malta,Europe,False,78.34878049,5.46032039,6.57308626,4197.864688,1.09375,18355.49679,13.11370871,100.0000034,24.3,2.88013,True
Malta,Europe,False,78.84390244,6.335426484,6.99985981,4311.858637,1.09375,18510.59845,17.87784832,100.0000024,24.7,2.77246,True
Malta,Europe,False,78.73902439,5.859044353,7.70661688,4292.315051,1.09375,19599.94143,28.92,99.99999713,25.2,2.66618,True
Malta,Europe,False,78.54634146,6.548213153,7.89556122,4500.3523,1.09375,20929.39549,31.64,99.99999905,25.6,1.87546,True
Malta,Europe,False,79.25365854,6.479459874,8.04820728,4872.272205,1.09375,21545.42519,34.62,100.0000009,26.1,1.90131,True
Malta,Europe,False,79.3,6.512577233,8.66396618,4797.292583,1.09375,22306.62287,41.24,100.0000033,26.5,1.74813,True
Malta,Europe,False,79.43902439,6.538237823,8.80992031,4912.90976,1.09375,23320.95984,40.41,100.0000005,27.0,2.19888,True
Malta,Europe,False,79.79268293,6.687581821,8.16883469,4897.510042,1.09375,25059.13771,46.9,99.99999719,27.4,2.77303,True
Malta,Europe,False,79.63658537,6.644209959,7.8633585,4873.083467,1.09375,26523.53269,50.08,100.0000014,27.9,2.77167,True
Malta,Europe,False,80.24146341,6.085187757,7.9238286,4836.593963,1.09375,26649.60413,58.86,99.99999907,28.3,2.77145,True
Malta,Europe,False,81.39756098,6.248371356,7.95211124,4434.186633,1.09375,28722.70219,63.0,99.99999678,28.7,2.78,True
Malta,Europe,False,80.74634146,6.173907034,8.4481411,4767.097378,1.09375,28973.27086,68.01982379,100.0,29.1,2.77,True
Malta,Europe,False,80.74634146,6.475758827,8.37802982,4867.0568,1.09375,30243.84131,68.19987429,100.0000009,29.5,2.77,True
Malta,Europe,False,81.74634146,5.563811012,8.49665737,5002.047483,1.09375,32295.84734,68.9138,100.0000027,29.9,2.76,True
Malta,Europe,False,82.04634146,5.430805313,9.08505249,4915.873765,1.09375,34344.02179,73.17,100.0000013,30.3,2.76,True
Malta,Europe,False,81.89756098,3.729892769,8.89759541,4924.544019,1.09375,37455.20487,75.96001898,100.0,30.6,2.76,True
Mauritius,Africa,False,71.66341463,2.047396815,2.89581966,1226.955237,20.65517241,9017.168812,7.281535115,99.27977595,6.6,2.21049,False
Mauritius,Africa,False,71.76585366,2.148313908,2.96084642,1363.24611,20.48078818,9453.988506,8.780904019,99.32417949,6.8,2.14961,False
Mauritius,Africa,False,71.96585366,2.16665648,3.23190355,1453.664547,20.30640394,9688.88741,10.25262467,99.36869528,7.1,1.91991,False
Mauritius,Africa,False,72.11707317,2.266415026,3.22486687,1473.492493,20.1320197,10390.0858,12.1871062,99.4133417,7.4,2.00139,False
Mauritius,Africa,False,72.26585366,2.268626679,3.36119127,1561.765991,19.95763547,11061.38351,13.68908859,99.4581087,7.6,1.98666,False
Mauritius,Africa,False,72.43219512,2.409925014,3.56529307,1614.246648,19.78325123,11542.4898,15.17222875,99.5030092,7.9,1.9623,False
Mauritius,Africa,False,72.43219512,2.674238776,3.65428853,1683.690833,19.608867,12419.51631,16.7,99.54802929,8.2,1.81425,False
Mauritius,Africa,False,72.57073171,2.742753963,3.57065129,1743.117482,19.43448276,13424.35596,20.22,99.59317929,8.5,1.7924,False
Mauritius,Africa,False,72.57073171,2.789117802,3.99199653,1816.671103,19.26009852,14366.81209,21.81,99.63844997,8.8,1.56418,False
Mauritius,Africa,False,72.88243902,2.741639064,4.2265029,1881.649775,19.08571429,14898.60643,22.51,99.68384945,9.1,1.9757,False
Mauritius,Africa,False,72.96731707,2.927063408,4.57982111,1907.12257,18.91133005,15700.24306,28.33,99.72937337,9.5,1.8,False
Mauritius,Africa,False,73.26682927,2.906410475,4.3078289,1995.361484,18.90246305,16653.2438,34.95,99.77502176,9.8,1.95,False
Mauritius,Africa,False,73.86341463,2.970024269,4.27675056,2025.704166,18.89359606,16963.51124,35.42,99.8207931,10.1,1.84,False
Mauritius,Africa,False,74.01707317,3.034990528,4.68303633,2075.035712,18.88472906,17866.30682,40.11682514,99.8666919,10.4,1.85,True
Mauritius,Africa,False,74.19439024,3.132598572,5.49399614,2148.328411,18.87586207,18488.04679,44.80327537,99.86658686,10.8,1.68,True
Mauritius,Africa,False,74.35317073,3.136372847,5.6999588,2182.509156,18.86699507,19229.83549,50.13931848,99.86648182,11.1,1.41,True
Mexico,North America,False,74.34,3.83397972,4.44912481,1689.186018,35.17649631,11089.48999,5.081384153,89.9520067,19.1,3.76052,False
Mexico,North America,False,74.658,3.777038684,4.8203578,1800.467938,35.10252116,11136.02191,7.038023117,90.59062785,19.7,3.73697,False
Mexico,North America,False,74.922,3.79604559,5.0716424,1834.151441,35.028546,11187.47696,11.9,91.22439328,20.2,3.68658,False
Mexico,North America,False,75.118,3.925940997,5.81486464,1843.963566,34.95457085,11488.29563,12.9,91.85330186,20.8,3.77049,False
Mexico,North America,False,75.243,3.962113262,5.9539032,2001.018228,34.88059569,12090.99121,14.1,92.47751433,21.4,3.79616,False
Mexico,North America,False,75.3,4.077064206,5.83612156,1927.073886,34.80662054,12657.63767,17.21,93.09668937,22.0,3.88976,False
Mexico,North America,False,75.296,4.167900165,5.65525532,1996.392649,34.73264539,13812.9014,19.52,93.71099729,22.6,4.00745,False
Mexico,North America,False,75.255,4.187211587,5.76644516,2020.952833,34.65867023,14297.22139,20.81,94.32032157,23.1,3.76022,False
Mexico,North America,False,75.194,4.146991471,5.69886971,2047.531099,34.58469508,14924.82161,21.71,94.90809059,23.7,3.67576,False
Mexico,North America,False,75.128,3.986790881,6.12978458,2046.69443,34.51071993,14547.64458,26.34,95.36710258,24.3,3.83112,False
Mexico,North America,False,75.065,4.056954882,5.73688889,1995.298295,34.43674477,15255.01905,31.05,95.82133427,24.9,3.53,False
Mexico,North America,False,75.011,4.134993377,5.51883602,2018.827437,34.37373904,16520.25922,37.17629541,96.27120298,25.5,3.53,False
Mexico,North America,False,74.966,4.147972825,5.66522121,2216.906197,34.3107333,17162.92737,39.75,96.71644433,26.0,3.41,False
Mexico,North America,False,74.93,4.003630132,5.80923605,2253.514406,34.24772757,17373.89746,43.46,97.15725463,26.6,3.28,True
Mexico,North America,False,74.908,3.840633659,5.55341005,2144.08898,34.18472183,18056.78981,44.39,97.5936259,27.2,3.38,True
Mexico,North America,False,74.904,3.870316544,5.72277403,2157.323788,34.12171609,18301.50047,57.43104299,98.02544354,27.8,3.59,True
Moldova,Europe,False,67.006,2.294971959,5.92687225,2169.138164,10.47445255,3080.231768,1.282846417,83.12126108,14.8,0.46957,False
Moldova,Europe,False,67.185,2.406374218,6.23449707,2039.13902,10.56599757,3349.236595,1.487812952,83.41940115,15.0,0.61977,False
Moldova,Europe,False,67.362,2.466926631,7.40437651,2246.292058,10.65754258,3675.248805,3.787242799,83.72166774,15.3,0.81717,False
Moldova,Europe,False,67.521,2.677168603,7.02227592,2330.867781,10.75235777,4006.402742,7.407544584,84.02806682,15.5,1.00132,False
Moldova,Europe,False,67.665,2.687255676,8.97114944,2616.527468,10.8406326,4429.330258,10.62939084,84.33879642,15.8,1.27439,False
Moldova,Europe,False,67.82,2.832301219,9.55814838,2440.981408,10.92885375,4922.807008,14.63027046,84.68893294,16.1,1.44781,False
Moldova,Europe,False,68.022,2.770741944,10.54445267,2549.071002,11.02037093,5333.092185,19.62064771,85.07571151,16.3,1.67837,False
Moldova,Europe,False,68.302,2.832852436,11.02066803,2696.438833,11.11188811,5654.624712,20.45,85.46295645,16.6,1.9169,False
Moldova,Europe,False,68.671,2.841737072,10.94920063,2485.184078,11.20340529,6224.434917,23.39,85.85066363,16.9,1.95569,False
Moldova,Europe,False,69.119,2.667275485,13.6766243,2524.787619,11.29492247,5895.908685,27.5,86.23883684,17.2,1.60413,False
Moldova,Europe,False,69.616,2.900589865,10.13112831,2166.98681,11.40030441,6396.790409,32.3,86.62746665,17.5,1.65,False
Moldova,Europe,False,70.119,2.916254254,9.09670353,2144.689107,11.47275495,6913.602264,38.0,87.01656786,17.9,1.83,False
Moldova,Europe,False,70.581,2.846693444,9.13962078,1830.176797,11.54169203,7363.16231,43.37,87.40613134,18.3,1.95,False
Moldova,Europe,False,70.968,2.51163813,8.68300343,1885.322323,11.60705596,8381.671813,60.0,87.79615744,18.7,1.78,False
Moldova,Europe,False,71.267,2.698682174,8.63275719,1683.986942,11.67944039,8827.054129,67.0,88.18665603,19.2,1.62,False
Moldova,Europe,False,71.478,2.829393394,8.55763531,1725.616479,11.75182482,9254.848633,69.00000447,88.5760319,19.6,1.52,False
Mongolia,Asia,False,62.869,3.754040286,4.87262106,1042.408388,9.217747761,3725.014427,1.255652004,62.03261754,9.8,0.67297,False
Mongolia,Asia,False,63.319,3.707233528,4.3172245,1053.633974,9.212577928,3885.462147,1.653238239,63.52002727,10.1,0.54867,False
Mongolia,Asia,False,63.777,3.92917514,4.43462992,1071.254103,9.207406751,4092.749696,2.039572603,64.99410515,10.5,0.52894,False
Mongolia,Asia,False,64.23,3.771116497,3.51071095,1096.894683,9.159341159,4419.728917,3.895,66.45376001,10.9,0.5488,False
Mongolia,Asia,False,64.671,3.829523873,3.57047367,1139.436115,9.155620805,4965.027242,5.609,67.89793174,11.3,0.53789,False
Mongolia,Asia,False,65.103,4.377720656,3.75525045,1196.125291,9.150473846,5426.869201,7.897,69.32348476,11.8,0.38088,False
Mongolia,Asia,False,65.538,4.853735335,3.74971414,1251.96473,9.12762336,5996.027939,9.347,70.73221214,12.4,0.4111,False
Mongolia,Asia,False,65.985,5.019625678,4.07522488,1298.628214,9.122486789,6697.63382,9.0,72.12268312,12.9,0.94313,False
Mongolia,Asia,False,66.447,4.928000758,4.55692911,1332.783822,9.117315129,7326.082449,9.8,73.49456647,13.5,1.05456,False
Mongolia,Asia,False,66.916,5.101365454,4.45979881,1423.686851,9.112178302,7165.444305,10.0,74.84459678,14.2,1.10566,False
Mongolia,Asia,False,67.38,5.261219125,3.73945618,1377.817438,9.108051793,7582.377775,10.2,76.17556961,14.9,1.61,False
Mongolia,Asia,False,67.818,5.677968414,3.58612156,1488.656577,9.107573137,8912.873391,12.49999111,77.2156927,15.6,1.96,False
Mongolia,Asia,False,68.217,6.067905096,3.85493326,1495.836096,9.10685778,10227.53027,16.4,78.10477003,16.3,2.29,False
Mongolia,Asia,False,68.566,6.377995554,4.06616068,1588.134378,9.106135944,10549.89206,17.69998424,79.00078325,17.1,2.33,False
Mongolia,Asia,False,68.863,6.163032906,4.1765728,1893.96634,9.105421354,11056.29853,19.94244743,79.90325263,17.9,2.12,False
Mongolia,Asia,False,69.111,5.769680109,4.23834085,2006.386834,9.104691498,10648.27398,22.50000413,80.81301209,18.8,2.13,False
Montenegro,Europe,False,73.18207317,2.512604347,5.169,6099.496,55.04,6001.791312,19.6345,94.811,16.9,7.43098,False
Montenegro,Europe,False,73.1875122,2.749473566,5.211,6203.311,55.269,6770.287919,20.861,95.18,17.4,6.419,False
Montenegro,Europe,False,73.23726829,2.902457711,5.777,6274.026,55.354,7100.324632,21.329,95.185,18.0,5.499,False
Montenegro,Europe,False,73.31853659,3.08688854,5.81,6011.159,55.448,7340.860996,24.298,95.185,18.5,5.113,False
Montenegro,Europe,False,73.42926829,3.325980246,5.929,6020.725,55.5,7842.302151,25.3500686,95.185,19.1,5.112,False
Montenegro,Europe,False,73.98292683,3.255944948,6.17,6255.169,55.501,8313.652234,27.1,95.185,19.6,5.111,False
Montenegro,Europe,False,73.83902439,3.544571467,6.406,6314.905228,55.50929368,10458.7261,28.9,95.18596996,20.1,5.10926,False
Montenegro,Europe,False,74.33902439,3.409782674,6.607,6451.770253,57.00371747,12459.31796,30.8,95.43022465,20.7,5.26392,False
Montenegro,Europe,False,75.13658537,4.360024664,6.931,6564.643799,58.49814126,13816.57331,32.9,95.67468802,21.2,5.46419,False
