Country,Continent,Least Developed,Life Expectancy,CO2 emissions,Health expenditure,Electric power consumption,Forest area,GDP per capita,Individuals using the Internet,People using at least basic drinking water services,Obesity among adults,Beer consumption per capita,High GDP per capita
Colombia,South America,False,76.105,1.653063497,7.01724052,1170.073931,54.44246237,12727.76493,51.7,95.75884758,20.5,3.05,False
Colombia,South America,False,76.322,1.686264961,7.18553209,1310.664698,54.32112303,13307.4245,52.57,96.04986302,21.0,3.06,False
Colombia,South America,False,76.531,1.688318124,7.52338552,1312.199493,54.19978369,13265.79726,55.90497251,96.33586812,21.6,3.2,False
Congo Dem. Rep.,Africa,True,49.557,0.045514319,0.41,93.40028961,63.77097991,481.2181471,0.001009076,33.301,2.6,0.29468,False
Congo Dem. Rep.,Africa,True,50.041,0.034602936,1.55040038,95.16630311,63.47411835,446.5741979,0.005902114,33.71492715,2.7,0.26433,False
Congo Dem. Rep.,Africa,True,50.667,0.032418904,2.70775008,96.56978765,63.17725679,434.8352523,0.011475782,34.28904305,2.9,0.26733,False
Congo Dem. Rep.,Africa,True,51.385,0.033084915,2.6547749,95.5428467,62.88039523,441.4743664,0.092790702,34.86508705,3.0,0.26861,False
Congo Dem. Rep.,Africa,True,52.144,0.038891149,3.81817865,89.73030179,62.58353367,460.935999,0.134914837,35.44310563,3.1,0.3153,False
Congo Dem. Rep.,Africa,True,52.917,0.036556273,4.42028952,90.20801962,62.28667211,489.5590753,0.196208375,36.02313413,3.3,0.33738,False
Congo Dem. Rep.,Africa,True,53.675,0.040338851,4.25265551,88.18729489,61.98981055,519.0927589,0.238037799,36.60722724,3.5,0.40912,False
Congo Dem. Rep.,Africa,True,54.401,0.040298316,4.39380932,89.45733367,61.69294899,545.7309695,0.29605361,37.19644995,3.6,0.48046,False
Congo Dem. Rep.,Africa,True,55.091,0.042255675,4.33555222,101.7709237,61.39608743,576.4523841,0.37,37.79087,3.8,0.53377,False
Congo Dem. Rep.,Africa,True,55.743,0.042210719,4.98871946,105.2457136,61.09922587,603.8637028,0.44,38.38954596,4.0,0.55035,False
Congo Dem. Rep.,Africa,True,56.35,0.040032941,4.54615879,101.2064072,60.80236431,604.6920617,0.56,38.99355346,4.2,0.6,False
Congo Dem. Rep.,Africa,True,56.909,0.04104464,3.86035585,106.7918735,60.50550275,633.9826243,0.72,39.60194826,4.4,0.67,False
Congo Dem. Rep.,Africa,True,57.427,0.045239954,3.26267195,104.6560836,60.01968373,668.940881,1.2,40.21581378,4.6,0.69,False
Congo Dem. Rep.,Africa,True,57.914,0.041002162,3.30099416,108.0216267,59.53386471,669.5674426,1.679961015,40.83420107,4.8,0.79,False
Congo Dem. Rep.,Africa,True,58.381,0.055494204,3.56663251,112.1836565,59.0480457,753.4851681,2.2,41.45717361,5.1,0.75,False
Congo Dem. Rep.,Africa,True,58.828,0.069678432,3.97874045,117.0283067,58.56222668,849.7608186,3.0,42.08531377,5.3,0.55,False
Congo Rep.,Africa,True,51.925,1.303303809,0.938,110.7854553,65.02781845,3457.080242,0.016791049,57.133,4.3,1.41624,False
Congo Rep.,Africa,True,52.123,1.390922869,1.50500607,69.11459595,64.99267936,3695.025444,0.026354732,57.15587365,4.5,1.40409,False
Congo Rep.,Africa,True,52.517,1.317617226,2.18529677,95.60596274,64.95754026,3811.633593,0.032223616,57.46332748,4.7,1.66499,False
Congo Rep.,Africa,True,53.091,0.833742146,1.70167685,104.7257088,64.92240117,3935.348782,0.157249517,57.9533587,4.9,1.61662,False
Congo Rep.,Africa,True,53.817,0.948071795,1.91852152,115.3947467,64.88726208,3931.014813,0.460014187,58.44132636,5.1,1.59655,False
Congo Rep.,Africa,True,54.667,1.002715302,1.92152369,114.766585,64.85212299,4053.663991,1.07750493,59.50972199,5.3,1.71205,False
Congo Rep.,Africa,True,55.6,1.189695728,1.71774054,105.3990522,64.81698389,4365.373792,1.46342006,60.57693709,5.5,2.08972,False
Congo Rep.,Africa,True,56.573,1.276319812,1.7086128,117.3133855,64.7818448,4700.680548,2.007990079,61.64256697,5.8,2.43408,False
Congo Rep.,Africa,True,57.541,1.070657483,1.90200078,125.7628881,64.74670571,4356.066676,2.759704374,62.70681265,6.0,2.57842,False
Congo Rep.,Africa,True,58.466,1.086878789,2.23927021,125.383018,64.71156662,4560.333453,4.287509903,63.77039103,6.3,2.8463,False
Congo Rep.,Africa,True,59.321,1.167559259,2.14222002,135.3612763,64.67642753,4958.14901,4.5,64.83275868,6.5,3.33,False
Congo Rep.,Africa,True,60.093,1.268210657,1.8517288,144.7387466,64.64128843,5350.416019,5.0,65.89391032,6.8,3.55,False
Congo Rep.,Africa,True,60.785,1.224162351,1.75237262,140.1583345,64.60614934,5428.241535,5.6,66.95217738,7.1,3.66,False
Congo Rep.,Africa,True,61.423,1.166246226,1.90971029,147.6731132,64.57101025,6335.785752,6.106695024,68.00757085,7.4,3.74,False
Congo Rep.,Africa,True,62.022,1.152991586,1.94347048,214.6247714,64.53587116,6069.000985,6.6,69.05953867,7.7,3.9,False
Congo Rep.,Africa,True,62.582,1.095638253,1.97311711,213.0763092,64.50073206,5931.133916,7.11,70.10704061,8.0,3.87,False
Costa Rica,North America,False,77.452,1.249252657,6.56498814,1435.363105,55.95808852,7829.5341,5.800253023,94.31973425,13.8,2.25183,False
Costa Rica,North America,False,77.601,1.343554927,6.47410393,1506.926791,55.98546808,8138.158223,9.559482135,94.78797066,14.4,2.23725,False
Costa Rica,North America,False,77.74,1.346038764,6.8690896,1485.842848,56.01284763,8408.069811,19.89485113,95.23636182,15.0,2.23207,False
Costa Rica,North America,False,77.871,1.392873768,6.9691925,1558.430031,56.04022718,8808.564845,20.33361481,95.66513057,15.7,2.2463,False
Costa Rica,North America,False,77.996,1.405865264,6.63005924,1643.590992,56.06760674,9308.634503,20.79230671,96.07431902,16.4,2.24261,False
Costa Rica,North America,False,78.117,1.463071784,6.66429853,1679.464616,56.09498629,9841.74831,22.07,96.46388357,17.1,2.29697,False
Costa Rica,North America,False,78.239,1.509635072,6.93530893,1721.151118,56.12236584,10738.608,25.1,96.83456,17.8,2.34611,False
Costa Rica,North America,False,78.362,1.725458621,6.99642754,1822.838339,56.1497454,11774.43106,28.4,97.18653818,18.5,2.43741,False
Costa Rica,North America,False,78.491,1.684918829,7.46854544,1885.517635,56.17712495,12404.11324,32.29,97.52038348,19.2,2.50001,False
Costa Rica,North America,False,78.626,1.592659919,7.86019039,1889.035996,56.2045045,12216.86731,34.33,97.83609934,20.0,2.47468,False
Costa Rica,North America,False,78.769,1.553293393,8.02937698,1845.052324,56.23188406,12865.25967,36.5,98.11229116,20.8,2.09,False
Costa Rica,North America,False,78.919,1.603682692,8.1219759,1887.983299,56.55240893,13545.93177,39.212196,98.37054238,21.6,2.2,False
Costa Rica,North America,False,79.074,1.589162765,7.78642225,1885.352441,56.8729338,14321.51837,47.5,98.64552909,22.4,2.16,False
Costa Rica,North America,False,79.234,1.640619591,7.68229151,1942.831521,57.19345868,15005.91936,45.96,98.90447807,23.2,2.14,False
Costa Rica,North America,False,79.398,1.63281817,7.66376114,1939.853369,57.51398355,16067.33077,53.0,99.14848775,24.0,2.19,False
Costa Rica,North America,False,79.565,1.55534308,7.59196186,1942.4906,57.83450842,17090.79658,59.76295014,99.37868682,24.8,2.26,False
Cote d'Ivoire,Africa,False,49.635,0.394417144,6.12684488,175.829544,16.02028302,3270.109033,0.231461671,71.39500207,4.3,0.56216,False
Cote d'Ivoire,Africa,False,49.495,0.385094025,6.01772738,173.9932639,15.66529245,3194.420665,0.395747702,71.38709009,4.5,0.5319,False
Cote d'Ivoire,Africa,False,49.475,0.396946561,5.90390921,182.2224577,15.31030189,3086.305645,0.497929361,71.37765468,4.8,0.5062,False
Cote d'Ivoire,Africa,False,49.572,0.301711176,5.47977018,176.6528225,14.95531132,2935.774124,0.758669629,71.36634523,5.0,0.62385,False
Cote d'Ivoire,Africa,False,49.788,0.304387853,5.47520828,174.3788344,14.60032075,3046.4005,0.849282415,71.35349055,5.3,0.61505,False
Cote d'Ivoire,Africa,False,50.12,0.320357185,5.00643015,173.3953543,14.24533019,3106.834523,1.039238205,71.33807855,5.5,0.64918,False
Cote d'Ivoire,Africa,False,50.561,0.303920338,4.76330471,171.6743996,13.89033962,3222.573016,1.524900791,71.32078825,5.8,0.60792,False
Cote d'Ivoire,Africa,False,51.091,0.29523374,4.55253553,181.7123768,13.53534906,3273.45095,1.8,71.30161927,6.1,0.65573,False
Cote d'Ivoire,Africa,False,51.682,0.330008281,4.56873417,187.103084,13.18035849,3418.352857,1.9,71.28056904,6.4,0.63525,False
Cote d'Ivoire,Africa,False,52.313,0.300610999,4.46970177,195.6587027,12.82536792,3483.632116,2.0,71.25698287,6.7,0.60939,False
Cote d'Ivoire,Africa,False,52.964,0.309259106,4.41580963,200.5070305,12.47037736,3680.004276,2.7,71.23152598,7.0,0.68,False
Cote d'Ivoire,Africa,False,53.62,0.291031488,4.39704227,215.0203108,12.11538994,3470.929834,2.9,71.20419268,7.3,0.71,False
Cote d'Ivoire,Africa,False,54.271,0.373134534,4.42740583,196.9217998,11.76040252,3558.631068,4.4,71.17466615,7.6,0.77,False
Cote d'Ivoire,Africa,False,54.906,0.393435075,3.71776819,234.7870172,11.40541509,3867.323876,6.6,71.14295293,8.0,0.78,False
Cote d'Ivoire,Africa,False,55.508,0.406222759,3.73104811,233.1634907,11.05042767,4319.578655,10.0,71.10905957,8.3,0.91,False
Cote d'Ivoire,Africa,False,56.065,0.422368807,3.21990895,274.7302239,10.69544025,4652.889619,16.7,71.0757669,8.7,1.03,False
Croatia,Europe,False,72.80780488,4.037327826,7.71451426,2778.887634,33.71369295,10683.60352,6.644882544,98.64941201,19.2,5.14744,False
Croatia,Europe,False,74.51292683,4.465488057,7.2349987,2828.815062,33.77629131,11655.64408,11.55857318,98.65561798,19.6,5.26105,False
Croatia,Europe,False,74.71731707,4.713895971,6.20509815,2993.272463,33.83888968,12769.77529,17.76,98.66048726,20.0,5.03521,False
Croatia,Europe,False,74.61390244,5.021612128,6.35763264,3191.409738,33.86998785,13682.12212,22.75,98.66538818,20.4,5.13769,False
Croatia,Europe,False,75.5202439,4.901733118,6.57048893,3257.889868,33.93252805,14675.26145,30.91,98.67026296,20.9,4.93928,False
Croatia,Europe,False,75.24463415,4.976630894,6.90785742,3429.354644,33.99506826,15436.64441,33.14,98.67513502,21.3,4.8518,False
Croatia,Europe,False,75.83682927,5.012573327,6.97907209,3582.246073,34.05760846,17595.75721,37.98,98.68000985,21.8,4.97896,True
Croatia,Europe,False,75.70560976,5.308317229,7.47507524,3744.468715,34.12014867,19493.23508,41.44,98.68488173,22.3,5.12108,True
Croatia,Europe,False,75.91219512,5.042108344,7.72871161,3846.674077,34.18268887,20921.54056,44.24,98.685,22.8,5.01515,True
Croatia,Europe,False,76.16829268,4.717571565,8.17583179,3990.29632,34.24522908,20149.50957,50.58,98.685,23.3,4.74445,True
Croatia,Europe,False,76.47560976,4.530399209,8.0887022,3818.422501,34.30776928,19967.21373,56.55,98.691,23.8,4.48,True
Croatia,Europe,False,76.77560976,4.445615774,7.76850891,3922.310867,34.31491673,21014.7388,57.78997899,98.698,24.4,4.73,True
Croatia,Europe,False,76.92439024,4.079616457,7.78380489,3900.601361,34.32206418,21397.48678,61.93997315,98.702,24.9,4.55,True
Croatia,Europe,False,77.12682927,3.997002654,6.51796293,3819.280253,34.32921164,22081.09779,66.7476,98.712,25.4,4.61,True
Croatia,Europe,False,77.47804878,3.831644469,6.70013046,3754.268698,34.33635909,22325.07659,68.57,98.751,26.0,4.25,True
Croatia,Europe,False,77.27560976,3.948992432,6.78702879,3714.382988,34.34350654,23301.27286,69.84503592,98.814,26.5,4.55,True
Cyprus,Europe,False,78.009,7.55866713,5.30800056,3178.017578,18.57251082,21288.50977,15.25539437,99.88938589,16.5,3.69201,True
Cyprus,Europe,False,78.139,7.279172403,5.33940458,3373.306986,18.58582251,22861.88477,18.81875904,99.88931778,16.9,3.71445,True
Cyprus,Europe,False,78.264,7.339032677,5.61565971,3455.26381,18.5991342,23556.4082,28.32,99.88935688,17.2,3.50048,True
Cyprus,Europe,False,78.385,7.880736103,5.63568783,3703.294274,18.61244589,24279.67773,30.09,99.88154216,17.6,3.56083,True
Cyprus,Europe,False,78.506,7.699844825,5.40558147,3918.225536,18.62575758,25944.85352,33.83,99.87373696,18.0,3.60157,True
Cyprus,Europe,False,78.63,7.687389951,5.43580961,3946.912639,18.63906926,27763.1543,32.81,99.8659396,18.3,3.62488,True
Cyprus,Europe,False,78.764,7.651782674,5.46357489,4099.616896,18.65238095,30015.41406,35.83,99.8581574,18.7,3.58104,True
Cyprus,Europe,False,78.91,7.812294746,5.35744858,4238.131129,18.66569264,32881.54688,40.77,99.85039242,19.0,3.70999,True
Cyprus,Europe,False,79.071,7.849714277,6.01427698,4377.141095,18.67900433,34830.23438,42.31,99.84262747,19.4,3.89908,True
Cyprus,Europe,False,79.245,7.540372167,6.46531582,4554.498654,18.69231602,33884.87891,49.81,99.83488338,19.8,3.68877,True
Cyprus,Europe,False,79.43,7.100376945,6.51767111,4577.04248,18.70562771,33423.5,52.99,99.82714804,20.1,3.79,True
Cyprus,Europe,False,79.621,6.783205135,6.44928503,4585.585156,18.70281385,33313.57813,56.85989235,99.8194252,20.5,3.54,True
Cyprus,Europe,False,79.812,6.255253007,6.55474567,4239.7254,18.7,31834.51758,60.6898684,99.81171402,20.9,3.49,True
Cyprus,Europe,False,79.999,5.621287658,6.94518471,4035.078755,18.69718615,30375.0918,65.4548,99.80399339,21.3,3.32,True
Cyprus,Europe,False,80.178,5.909934629,6.95228958,3587.832841,18.69437229,30080.23047,69.33,99.79626657,21.7,3.22,True
Cyprus,Europe,False,80.35,5.900152116,6.75352287,3624.933502,18.69155844,31815.27344,71.71574092,99.78851757,22.2,2.85,True
Czechia,Europe,False,74.96829268,12.01065269,5.70103025,5493.85153,34.13083991,16235.48063,9.780527888,99.80612464,22.1,7.63301,False
Czechia,Europe,False,75.17317073,12.01181802,5.86295414,5703.816739,34.15683965,17621.05413,14.69717212,99.80582697,22.5,7.44423,True
Czechia,Europe,False,75.22195122,11.6241027,6.17736149,5892.172595,34.18283939,18252.57277,23.93,99.81139548,22.8,7.55363,True
Czechia,Europe,False,75.17073171,12.04336087,6.52412462,5894.233119,34.20883914,19538.0704,34.3,99.816976,23.2,7.61316,True
Czechia,Europe,False,75.72195122,12.10540157,6.35071039,6074.849142,34.23927,20932.07842,35.5,99.82257596,23.6,7.53285,True
Czechia,Europe,False,75.92439024,11.750804,6.34086704,6230.398228,34.2652731,22095.38785,35.27,99.82820011,23.9,7.6495,True
Czechia,Europe,False,76.52439024,11.77860313,6.16380167,6357.421095,34.29571521,23923.70388,47.93,99.83384369,24.3,7.43356,True
Czechia,Europe,False,76.72439024,12.00330783,5.98578358,6528.53015,34.32172168,26282.37549,51.93,99.83950014,24.7,7.41986,True
Czechia,Europe,False,76.97560976,11.39282817,6.33024883,6518.217413,34.35217504,27974.48713,62.97,99.84517803,25.0,7.29073,True
Czechia,Europe,False,77.07804878,10.64445418,7.248806,6489.126257,34.37818488,27761.50915,64.43,99.85087849,25.4,7.00957,True
Czechia,Europe,False,77.42439024,10.71659406,6.87530422,6139.35206,34.40864949,27881.968,68.82,99.85659774,25.8,6.72,True
Czechia,Europe,False,77.87317073,10.4010178,6.92782688,6348.424398,34.43716172,29001.36804,70.49,99.86233747,26.2,6.64,True
Czechia,Europe,False,78.07560976,10.09153928,6.97858715,6298.727678,34.46567396,29254.73127,73.43000782,99.86818744,26.6,6.93,True
Czechia,Europe,False,78.17560976,9.620257259,7.7224946,6304.571923,34.4986532,30818.10816,74.1104,99.87411204,27.1,6.87,True
Czechia,Europe,False,78.82439024,9.264302843,7.59677219,6284.790806,34.52716913,32502.47535,74.23171164,99.88001359,27.6,6.88,True
Czechia,Europe,False,78.57804878,9.400668002,7.19641542,6258.891037,34.5601606,33899.28657,75.6688387,99.88009269,28.0,6.87,True
Denmark,Europe,False,76.59268293,9.850895645,8.10438347,6508.513381,14.29,28658.12496,39.17243086,100.0000023,15.1,5.74827,True
Denmark,Europe,False,76.79268293,10.12356724,8.44832611,6482.488628,14.327225,29437.31034,42.95752472,100.0000011,15.5,5.56085,True
Denmark,Europe,False,76.89512195,10.01500952,8.70251179,6490.092993,14.36445,30640.34562,64.25,99.99999546,15.9,5.47469,True
Denmark,Europe,False,77.14390244,10.98769807,8.9036293,6533.752014,14.401675,30820.38922,76.26,100.0000011,16.3,5.46981,True
Denmark,Europe,False,77.49268293,9.941672844,9.00743198,6602.63638,14.4389,32938.6921,80.93,99.99999774,16.8,5.10118,True
Denmark,Europe,False,77.84390244,9.262963492,9.0905695,6615.569959,14.476125,34150.15946,82.74,100.0000011,17.2,5.04888,True
Denmark,Europe,False,78.09512195,10.69102319,9.16879559,6659.000427,14.51335,37334.39016,86.65,100.0,17.5,4.91805,True
Denmark,Europe,False,78.19512195,9.779475634,9.3251543,6824.745939,14.550575,39006.20232,85.03,100.0000033,17.9,4.76388,True
Denmark,Europe,False,78.44634146,9.125129139,9.51134396,6668.390266,14.5878,41278.32683,85.02,100.0000022,18.3,4.51206,True
Denmark,Europe,False,78.59756098,8.678105357,10.67432022,6534.12385,14.625025,40331.40688,86.84,100.0000011,18.7,4.1285,True
Denmark,Europe,False,79.1,8.673891232,10.33315945,6219.701092,14.66225,43003.05459,88.72,100.0000022,19.0,3.86,True
Denmark,Europe,False,79.8,7.73708669,10.15291023,6327.506456,14.8532,44403.38484,89.81001339,100.0,19.4,3.81,True
Denmark,Europe,False,80.05121951,6.835287325,10.24135303,6165.97362,15.04415,44803.96824,92.26001172,99.99999782,19.8,3.55,True
Denmark,Europe,False,80.3,7.116737849,10.16958141,6038.552307,15.2351,46726.85414,94.6297,99.99999783,20.1,3.48,True
Denmark,Europe,False,80.7,6.347153074,10.17190456,6039.432,15.42605,47901.44736,95.99,99.99999892,20.5,3.57,True
Denmark,Europe,False,80.70243902,5.929462754,10.22716618,5858.801536,15.617,49045.33919,96.33050162,99.99999785,20.9,3.45,True
Ecuador,South America,False,72.761,1.738804994,3.33109641,634.7798432,55.28466742,5832.268524,1.462188536,82.30737004,12.0,1.34402,False
Ecuador,South America,False,73.078,1.877711066,3.75336552,634.8806805,55.00188839,6090.973482,2.670443674,83.03977494,12.4,1.50132,False
Ecuador,South America,False,73.371,1.838936694,4.4733963,646.8617834,54.71910936,6327.228325,4.260796915,83.78532812,12.9,1.63828,False
Ecuador,South America,False,73.641,1.844472234,5.44066668,688.4790274,54.43633033,6515.644136,4.460228345,84.50497189,13.3,1.75698,False
Ecuador,South America,False,73.887,1.925511132,5.56659126,715.7988397,54.1535513,7119.191726,4.834442638,85.22428189,13.7,1.81954,False
Ecuador,South America,False,74.112,2.041105738,5.59422016,823.8216174,53.87077227,7602.647804,5.994255161,85.94305143,14.1,1.92202,False
Ecuador,South America,False,74.319,2.143053343,5.70302916,794.5268276,53.58799324,8046.431679,7.2,86.66128075,14.6,2.10241,False
Ecuador,South America,False,74.514,2.14317376,5.33981323,862.4847513,53.30521421,8304.77549,10.8,87.37936524,15.0,2.17043,False
Ecuador,South America,False,74.705,2.1801436,5.3773427,952.8170215,53.02243517,8853.996342,18.8,88.09690181,15.4,2.39637,False
Ecuador,South America,False,74.895,2.335118311,5.6990099,1077.413327,52.73965614,8816.461721,24.6,88.81389282,15.9,2.62405,False
Ecuador,South America,False,75.089,2.481494711,6.11657906,1104.950911,52.45687711,9091.306548,29.03,89.53052651,16.3,2.67,False
Ecuador,South America,False,75.289,2.433762684,6.47737551,1137.95685,52.28856499,9857.520523,31.36680836,90.24070076,16.8,2.78,False
Ecuador,South America,False,75.495,2.396908547,6.7622118,1212.026987,52.12025286,10311.4046,35.13514645,90.94651335,17.3,2.88,False
Ecuador,South America,False,75.707,2.52745943,6.80123425,1277.037196,51.95194073,11153.68521,40.27912194,91.6523303,17.8,2.96,False
Ecuador,South America,False,75.923,2.620388632,6.72399426,1329.367238,51.7836286,11713.17591,45.59039067,92.35797104,18.3,2.99,False
Ecuador,South America,False,76.143,2.56106243,7.49149466,1376.393633,51.61531648,11060.28627,48.94043379,93.0637795,18.8,2.99,False
Egypt,Africa,False,68.357,1.726119823,4.119,885.3137569,0.057933598,5424.118729,0.290445278,97.585,20.9,0.05941,False
Egypt,Africa,False,68.602,1.665079192,4.92244291,941.8565261,0.059480637,5787.54213,0.641265038,97.88826659,21.4,0.06231,False
Egypt,Africa,False,68.796,1.806061187,5.40030336,976.9646224,0.060126576,6011.761323,0.838945611,97.97025777,21.9,0.06656,False
Egypt,Africa,False,68.961,1.810728443,5.5107379,1028.770654,0.060772515,6134.872156,2.719999715,98.05218056,22.4,0.07103,False
Egypt,Africa,False,69.116,1.826542965,5.2242527,1078.952963,0.061418454,6336.851671,4.037885107,98.13405103,22.9,0.07547,False
Egypt,Africa,False,69.271,1.948172596,4.85732365,1146.635584,0.062064393,6650.316968,11.92,98.21585572,23.4,0.08461,False
Egypt,Africa,False,69.434,2.147938562,4.92229176,1190.272786,0.062710332,7037.341176,12.75,98.29760753,24.0,0.1022,False
Egypt,Africa,False,69.608,2.22117664,4.84190083,1261.963549,0.063356271,7614.842917,13.66,98.37929106,24.6,0.10749,False
Egypt,Africa,False,69.788,2.34430544,4.44493246,1333.29136,0.06400221,8229.523278,16.03,98.46026211,25.2,0.11247,False
Egypt,Africa,False,69.971,2.38509982,4.46634817,1424.56825,0.064648149,8829.135251,18.01,98.54089121,25.8,0.11056,False
Egypt,Africa,False,70.159,2.436192983,4.37870121,1470.56458,0.065294088,9129.202625,20.0,98.62161863,26.5,0.11,False
Egypt,Africa,False,70.349,2.42033575,4.1531949,1537.256725,0.065940027,9523.553039,21.6,98.70241581,27.2,0.11,False
Egypt,Africa,False,70.543,2.434305307,4.35706949,1576.039626,0.062480285,9686.046264,25.6,98.78330921,27.9,0.11,False
Egypt,Africa,False,70.736,2.487785551,4.71025944,1685.818794,0.059020543,11092.74326,26.4,98.86391957,28.7,0.11,False
Egypt,Africa,False,70.928,2.419103472,4.91730928,1685.468926,0.055560802,11221.38039,29.4,98.94469919,29.5,0.11,False
Egypt,Africa,False,71.117,2.423232509,5.02518845,1684.911332,0.05210106,10895.94317,33.89460391,99.0256283,30.2,0.11,False
El Salvador,North America,False,68.875,0.956193433,8.92467785,588.7250177,32.52316602,4461.821062,1.177397269,78.22559135,14.1,0.98624,False
El Salvador,North America,False,69.162,0.990382826,8.82467365,614.9869309,32.30598456,4572.135088,1.5,78.42946957,14.7,1.00782,False
El Salvador,North America,False,69.432,0.996286745,8.77833939,626.6238187,32.08880309,4688.633651,1.9,79.67577805,15.2,1.0289,False
El Salvador,North America,False,69.68,1.086072535,8.4062252,667.2102076,31.87162162,4830.140086,2.5,80.91674247,15.8,1.01623,False
El Salvador,North America,False,69.908,1.108934347,8.49746799,693.685014,31.65444015,4979.220344,3.2,82.15260864,16.3,1.03158,False
El Salvador,North America,False,70.124,1.13018176,8.43694401,690.0958382,31.43725869,5249.864562,4.2,83.38168679,16.8,0.90537,False
El Salvador,North America,False,70.333,1.190907939,7.92342138,755.4372647,31.22007722,5621.657087,5.5,84.60455338,17.3,0.97146,False
El Salvador,North America,False,70.542,1.24962947,7.63829565,817.0220885,31.00289575,5855.513241,6.11,85.83407011,17.8,0.99897,False
El Salvador,North America,False,70.756,1.126918203,7.66487646,882.1106454,30.78571429,6068.935355,10.08,87.13356096,18.3,0.95487,False
El Salvador,North America,False,70.978,1.084824479,8.39771748,855.7076614,30.56853282,5955.179406,12.11,88.40943161,18.8,0.91212,False
El Salvador,North America,False,71.21,1.057588947,8.23629189,846.0981558,30.35135135,6127.645045,15.9,89.66189951,19.4,0.92,False
El Salvador,North America,False,71.449,1.091687798,8.14439964,857.0674999,30.13416988,6465.808489,18.9,90.89085701,19.9,0.93,False
El Salvador,North America,False,71.692,1.085297312,7.53931999,880.5959263,29.91698842,6541.216164,20.32138772,92.09562675,20.4,1.0,False
El Salvador,North America,False,71.935,1.030948242,7.71839237,915.6895517,29.69980695,6877.146376,23.1093,93.27569745,20.9,1.04,False
El Salvador,North America,False,72.175,1.046841993,7.68152761,958.9733671,29.48262548,7233.195221,24.76171215,94.43129093,21.5,1.07,False
El Salvador,North America,False,72.412,1.106698196,7.63034058,937.0744722,29.26544402,7597.689174,26.80260496,95.56213774,22.1,1.16,False
Eritrea,Africa,True,55.273,0.279181805,5.76670074,78.66231164,11.07386139,1526.846924,0.136711941,46.81421436,1.8,0.5324,False
Eritrea,Africa,True,55.864,0.29477147,5.91931629,75.03011019,11.04257426,1639.089229,0.157815289,47.1204241,1.8,0.50872,False
Eritrea,Africa,True,56.5,0.274076516,6.68851233,81.6938074,11.01128713,1641.17399,0.227090138,47.44092522,1.9,0.48517,False
Eritrea,Africa,True,57.191,0.265285439,7.33703375,87.05959834,10.98,1554.014751,0.298,47.77522216,2.0,0.46302,False
Eritrea,Africa,True,57.932,0.250017559,7.00984955,89.58189477,9.140320769,1548.161959,0.341,48.12341765,2.1,0.61412,False
Eritrea,Africa,True,58.707,0.212265186,6.86417818,86.4031261,9.11098558,1575.908648,0.374,48.48440644,2.2,0.72133,False
Eritrea,Africa,True,59.487,0.17819148,6.85840559,85.61362148,9.086474152,1558.315131,0.407,48.85949384,2.3,0.60023,False
Eritrea,Africa,True,60.243,0.17019629,5.27863026,79.50081711,9.058220229,1580.831377,0.41,49.24695178,2.4,0.4557,False
Eritrea,Africa,True,60.952,0.146925243,6.41520452,81.76096431,9.030254666,1422.094264,0.47,49.64870222,2.6,0.40799,False
Eritrea,Africa,True,61.602,0.150644888,5.38878536,79.01313251,9.003251617,1459.462952,0.54,49.81032358,2.7,0.51277,False
Eritrea,Africa,True,62.193,0.157706966,4.92946005,83.33547014,8.977483792,1485.360306,0.61,49.97738165,2.9,0.68,False
Eritrea,Africa,True,62.732,0.177350806,5.21969032,85.79258948,8.949616385,1625.507673,0.7,50.15052544,3.0,0.68,False
Eritrea,Africa,True,63.238,0.190763128,3.78068161,89.29768769,8.924026107,1625.513,0.8,50.32917266,3.2,0.52,False
Eritrea,Africa,True,63.726,0.195035548,5.00735378,92.92010348,8.900342223,1625.513,0.9,50.7051267,3.4,0.52,False
Eritrea,Africa,True,64.201,0.196288983,4.05707884,95.07983201,8.875197116,1625.784,0.99,51.08356381,3.6,0.52,False
Eritrea,Africa,True,64.664,0.194446714,4.45335484,96.63457996,8.845245978,1626.37,1.083733116,51.46509353,3.8,0.52,False
Estonia,Europe,False,70.41707317,10.68014331,5.15698433,4460.368108,52.81646615,9421.291423,28.57695381,99.24483789,19.1,4.19342,False
Estonia,Europe,False,70.25853659,11.07977365,4.77708292,4540.492561,53.04560038,10314.26282,31.52748977,99.26304546,19.3,4.62198,False
Estonia,Europe,False,70.90487805,10.83843826,4.70043564,4680.447946,53.27473461,11663.2715,41.52,99.28125303,19.5,4.99,False
Estonia,Europe,False,71.31707317,12.35846893,4.85959911,4767.462935,53.50386884,13132.58072,45.32,99.29946061,19.7,4.75,False
Estonia,Europe,False,71.9097561,12.49128506,5.119555,5158.602778,53.73300307,14536.34741,53.2,99.31766818,19.9,6.04,False
Estonia,Europe,False,72.56829268,12.71797866,5.05801439,5429.525522,53.9621373,16634.89274,61.45,99.33587575,20.2,6.48,False
Estonia,Europe,False,72.69146341,11.86507343,4.76530361,5531.545829,54.19127153,19345.31471,63.51,99.35408333,20.4,6.5,True
Estonia,Europe,False,72.81463415,14.90288476,4.98330879,5869.424789,54.42040576,22195.19759,66.19,99.75177694,20.7,5.85062,True
Estonia,Europe,False,73.77073171,13.76122746,5.71032381,6277.411463,54.64953999,22802.34218,70.58,99.75082802,21.0,5.37419,True
